"","Tenure","MonthlyCharge","Age","Population","Area.xSuburban","Area.xUrban","Marital.xMarried","Marital.xNever.Married","Marital.xSeparated","Marital.xWidowed","Gender.xMale","Gender.xNonbinary","Churn","Techie","Contract.xOne.year","Contract.xTwo.Year","Port_modem","Tablet","InternetService.xFiber.Optic","InternetService.xNone","Phone","Multiple","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","PaperlessBilling","PaymentMethod.xCredit.Card..automatic.","PaymentMethod.xElectronic.Check","PaymentMethod.xMailed.Check","Tenure_bin.x1.2.years","Tenure_bin.x2.3.years","Tenure_bin.x3.4.years","Tenure_bin.x4.5.years","Tenure_bin.x5.6.years"
"29",-1.25158731437327,0.640556470458594,-1.59807668376117,-0.557107342391138,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"30",-1.1004898945693,1.97997937873699,0.76920098094744,2.96046072704058,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
"31",-0.886558052962783,1.33852259569721,-0.390281956869021,0.10472314530213,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0
"32",-1.17006125836294,-0.585321475554413,-0.63184090224745,-0.553712273934587,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"33",-1.12690424863987,1.33852259569721,1.39725423893136,-0.628888789758205,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
"34",-0.51533191975657,0.054334738578841,1.01075992632587,-0.666580978337051,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0
"35",-1.17440474147646,2.21315768617154,0.76920098094744,-0.570895477551414,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0
"36",-1.09849605139239,-0.23616251736547,-0.0520994333392197,0.30115210600255,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"37",-1.18039263142778,1.33591486557605,-1.30820594930705,-0.232982235457605,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0
"38",-1.03485087735964,-0.759692259859041,-1.35651773838274,-0.325480529120766,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"39",-0.933274071576747,0.287353881888358,0.624265613720382,0.740917401792873,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
"40",-0.699017598230907,-0.585681417014646,0.914136348174498,-0.528907488068362,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
"41",-0.958527715277624,-0.00388791751898214,-1.54976489468548,-0.595353827860849,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0
"42",-1.1921215173495,-1.51695699999538,0.0928359338878379,-0.674410421920525,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"43",-1.15727644951763,1.92154062270056,-0.583529113171764,-0.613992060816198,1,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0
"44",-0.603810232681213,0.461818814043392,-1.01833521485294,-0.211849666493362,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
"45",-0.972950589637782,1.63024437914921,-1.5014531056098,1.80052519579341,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
"46",-0.91323847118403,1.68944884619653,-0.438593745944707,-0.653832149847147,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0
"47",-0.463967737058017,0.287353881888358,-1.45314131653411,-0.130714459092942,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0
"48",-0.94917303497951,0.521187172401903,-0.486905535020393,-0.616347822602376,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
"49",-1.01220869920525,-1.57561870224001,1.5905013952341,0.388523153425206,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"50",-0.868159789992246,-1.86611595818432,1.49387781708273,-0.496619694175453,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"51",-1.17922713821573,0.287703251217974,0.431018457417639,-0.336427892715357,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
"52",-1.02814560246445,0.350025937918134,0.720889191871754,2.07116065275843,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
"53",-1.09819555590474,-0.527738479932177,0.286083090190581,-0.644409102702436,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
"54",-1.24695865759792,-0.0624116231864423,-1.06664700392862,-0.669491037014094,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"55",-0.848861009546339,-0.293959633562646,-0.100411222414906,-0.654178585403938,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
"56",-0.77674534591334,-0.993471106228573,0.237771301114895,-0.331716369143002,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0
"57",-0.944021705880091,-1.34303110678202,0.962448137250184,2.57141359676444,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
"58",-1.0510597631082,-0.701142775890715,-0.970023425777251,3.37251117828764,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0
"59",-0.711168652914116,1.10664903821522,0.237771301114895,1.13807112409792,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
"60",-1.03212638333979,-1.10953197942784,-0.197034800566277,-0.627918770199191,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"61",-1.19710683651802,-0.178378744408038,-1.30820594930705,-0.461698990050934,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0
"62",-1.21700398921837,0.520501683835889,-1.35651773838274,-0.484425162576415,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
"63",-1.0046377084011,-0.469674987959391,-0.535217324096078,-0.415692348109107,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0
"64",-0.842397390623064,-1.8657951382647,1.34894244985567,-0.333864269595105,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"65",-0.941314641157538,-1.05106744509055,-0.486905535020393,-0.415415199663674,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"66",-1.00630004054531,0.287323376401335,0.479330246493325,-0.547753582357784,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"67",-1.13659050577244,2.15452926052306,0.817512770023126,1.9898868711353,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
"68",-0.897623232291744,0.814672033284012,1.20400708262861,0.262628472087406,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"69",-0.842726940574299,-0.469515823834355,-0.245346589641963,-0.135495269776656,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"70",-1.22233680338506,0.640556470458594,0.479330246493325,0.558900160254953,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
"71",-0.401045292206369,0.932184106060189,0.334394879266267,0.728376434637044,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0
"72",-1.16457801506269,1.92103013316888,1.63881318430979,1.41819891531901,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
"73",-1.00389932475493,-0.877298480485624,0.044524144812152,-0.276910264058687,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"74",-0.958140857894899,1.92143590271954,-0.87339984762588,-0.671777511688914,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"75",-1.2157274867015,0.985990196376211,0.817512770023126,1.7046318336737,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"76",-1.10015783522644,2.27127562228834,0.672577402796068,1.0349026152856,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0
"77",-1.26437044512249,0.641322181469488,-0.341970167793335,-0.3825731088799,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
"78",-0.544050933913384,-0.528303413607875,-0.148723011490591,-0.524057390273289,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"79",-0.373536515700491,1.57161595350072,-1.40482952745842,-0.657088644080981,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0
"80",-0.939696312085754,-1.05090355377936,-1.59807668376117,0.33260845455916,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"81",-0.934008537711486,0.348939406987616,-1.16327058207999,0.547121351324063,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"82",-1.00948782394172,-0.0612918156597751,-1.06664700392862,-0.656257198744683,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
"83",-0.570043082010434,0.461818814043392,0.914136348174498,-0.653832149847147,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
"84",-0.763093224558827,-1.2253399365244,0.865824559098812,-0.477635025663314,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0
"85",-1.22031362956627,0.521187172401903,-1.01833521485294,-0.592443769183806,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"86",-1.21650277511221,-0.760727117754672,-0.970023425777251,1.76837597612322,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"87",-1.12980897427913,-1.34226539577113,0.672577402796068,-0.603321845667039,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
"88",-1.16493372590194,0.815352794663869,0.624265613720382,1.55524882158548,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
"89",-1.16323734509201,0.348939406987616,-1.54976489468548,1.09608313461487,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
"90",-1.14869188262451,-0.877298480485624,0.382706668341953,-0.653901436958505,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"91",-1.22290181630393,0.462139633963016,1.05907171540156,3.17074711001264,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
"92",-0.781728618155567,1.16440703287179,0.479330246493325,0.377852938276047,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0
"93",-1.18189210441076,-0.236496680524838,0.720889191871754,-0.433568422839516,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0
"94",-0.558756209374529,-0.294470123094329,-1.01833521485294,0.327204059873223,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
"95",-0.61044909454306,0.287703251217974,1.10738350447724,-0.353541809220826,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0
"96",-1.12897577903587,1.68876808481667,-1.16327058207999,1.14763274546535,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0
"97",-1.04866403361619,-1.10953197942784,1.44556602800704,-0.673578976584226,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"98",-0.814953473472702,0.346036751680855,-1.45314131653411,-0.639905440464154,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0
"99",-0.537553037568741,-0.23575674781481,1.30063066077998,0.54344913442208,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0
"100",-1.04100550034267,0.229205440284535,-1.59807668376117,-0.445693667327196,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
"101",-0.758736093858226,1.16517274388268,0.76920098094744,3.14324012680344,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0
"102",-0.884597512660519,0.229205440284535,-1.01833521485294,-0.39622266981746,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"103",-1.2095380891913,1.10696985813485,-0.00378764426353387,1.53612557885062,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0
"104",-0.654244484518703,-0.062570787311479,-1.35651773838274,0.703086638991311,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
"105",-0.443747633301661,0.753056002697731,0.76920098094744,0.224728422174485,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0
"106",-1.16107951546388,0.753056002697731,0.865824559098812,-0.575953436680561,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"107",-0.898354383228042,1.68836231526601,-0.00378764426353387,-0.526482439170825,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
"108",-0.810778862477463,-0.00352797605874902,0.141147722963524,-0.551287225037051,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0
"109",-0.747322662130173,-0.0039138122530037,-0.535217324096078,-0.673925412141017,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
"110",-0.947435526633971,0.520501683835889,-0.970023425777251,-0.42088888146097,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0
"111",-1.10912802231579,-0.819355543403155,-0.293658378717649,2.21555499282887,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"112",-1.05693639945621,0.462139633963016,-0.245346589641963,-0.632353145326114,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
"113",-1.18562727058212,-0.295125106173321,0.479330246493325,0.389839608541011,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
"114",-0.629509700232575,-1.40114904289882,-0.63184090224745,-0.658197237862712,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"115",-0.809448127437679,0.0544196882098774,0.672577402796068,-0.605885468787292,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0
"116",-0.422795621510622,-0.236876555341476,0.141147722963524,0.732395087095818,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
"117",-1.06698983043457,-0.818320685507524,-1.40482952745842,-0.671223214798049,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"118",-0.829828453935984,2.3870835793849,1.2523188717043,-0.597709589647027,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0
"119",-1.03641896970134,-1.05215397602107,0.382706668341953,-0.384305286663855,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"120",-0.952283839924959,0.873555680411706,-0.728464480398822,-0.665264523221246,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
"121",-0.459403584951584,-0.586087186565307,-1.21158237115568,1.93688223094629,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
"122",-1.12417665354201,1.63082042054804,-0.438593745944707,-0.551287225037051,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0
"123",-0.925742425610012,-1.34226539577113,0.575953824644697,-0.119767095498351,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"124",-0.997223189373984,0.350025937918134,-0.87339984762588,1.53141405527827,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
"125",-1.00341617882819,-0.52705771855232,-1.06664700392862,0.439587754496179,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"126",-1.03222370432852,-1.1099377489785,-0.921711636701565,0.740848114681515,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"127",-1.13067523479219,1.10696985813485,0.720889191871754,-0.664848800553097,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0
"128",-0.925502675771316,-0.00317387954297572,0.431018457417639,1.34787249729047,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
